skill_id,domain,layer,category_id,category_name,confidence,source_path,line_start,rule_id,matched_text,declaration_atomic_ids,implementation_atomic_ids
dataverse-python-usecase-builder,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,19,decl.atomic_capability.o3,"When user describes a use case, ask or determine:
- What operations are needed? (Create, Read, Update, Delete, Bulk, Query)
- How much data? (Record count, file sizes, volume)","A3,A7,G1,G2,O3,O4,Q1,Q2,Q3,Q4",
deadline-prep,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,35,decl.atomic_capability.x3,"| **Refactors** | Renamed files, structural changes, `refactor` commits |
| **Config/Setup** | package.json, tsconfig, CI/CD, Docker changes |
| **Tests** | Test files created or modified |","I3,Q2,R7,X3,X8",
decision-helper,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,27,decl.atomic_capability.g1,"### 1. **Pros/Cons Analysis**
Simple comparison of advantages and disadvantages",G1,
deep-research,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash, Glob, Grep, WebFetch, WebSearch, TodoWrite, mcp__firecrawl__firecrawl_scrape, mcp__firecrawl__firecrawl_search, mcp__firecrawl__firecrawl_map, mcp__firecrawl__firecrawl_crawl, mcp__firecrawl__firecrawl_extract, mcp__firecrawl__firecrawl_agent, mcp__plugin_claude-code-settings_exa__web_search_exa, mcp__plugin_claude-code-settings_exa__get_code_context_exa","Q2,R1,X1",
deep-research-notebooklm,Dom-5,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,58,decl.atomic_capability.a5,Poll `research_status` until complete. Use the `query` parameter as fallback matching -- task IDs can change between `research_start` and `research_status` calls.,"A2,A5,G1,I3,Q1,R7","G1,G2"
design-system,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,18,decl.atomic_capability.x3,"- **Layout Components**: `/static/app/components/core/layout/`
  - `container.tsx` - Base container with all layout props
  - `flex.tsx` - Flex layout primitive","A2,Q1,R1,X3,X7",
design-system-starter,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,319,decl.atomic_capability.x3,"- FormField (Label + Input + ErrorMessage)
- Card (Container + Title + Content + Actions)","A5,I3,Q1,Q2,Q3,R1,R7,R8,X3,X7","A4,A5,G1,O4,R8,X1,X3"
diagnose-seo,,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,22,decl.atomic_capability.q1,"1. **Crawlability** — Can search engines find and access the pages?
2. **Indexability** — Are the pages allowed to be indexed?",Q1,
dictionary-api-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
diffdock,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,17,decl.atomic_capability.o3,"- Support protein structures (PDB files) or sequences (via ESMFold)
- Process single complexes or batch virtual screening campaigns
- Generate confidence scores to assess prediction reliability","A5,G1,O3,Q1,Q4,R1,R7,R8,X3,X8","G1,G5,Q1,Q2,Q4,R10,R5,R9,W3,X1,X3,X4,X6,X8"
doc,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,25,decl.atomic_capability.o4,"## Temp and output conventions
- Use `tmp/docs/` for intermediate files; delete when done.
- Write final artifacts under `output/doc/` when working in this repo.","A7,G3,O4,Q1,Q2,R1,R7,X3,X4,X7","A7,G1,G3,Q1,R1,R10,R6,X1,X3,X7,X8"
docs-search,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,32,decl.atomic_capability.x1,"|---------|-------------|
| `docs-search.sh <query>` | Semantic documentation search |
| `docs-search.sh --keyword <term>` | Exact keyword matching |","Q1,R7,R8,X1,X8",
docx,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,79,decl.atomic_capability.o3,**Batching Strategy**: Group related changes into batches of 3-10 changes. This makes debugging manageable while maintaining efficiency. Test each batch before moving to the next.,"G1,G3,I3,O3,O4,Q1,Q2,Q4,R7,X4","G1,G3,G4,O2,O4,Q4,R1,R10,R5,R9,U2,W3,X1,X3,X4,X6,X8"
domain-intel,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.o3,"description: Passive domain reconnaissance using Python stdlib. Subdomain discovery, SSL certificate inspection, WHOIS lookups, DNS records, domain availability checks, and bulk multi-domain analysis. No API keys required.","G1,I4,O3,Q1,R8,W1,X1,X8","A5,R1,R10,W1"
domain-name-brainstormer,Dom-3,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,90,decl.atomic_capability.g1,## Recommendations,"G1,Q4",
draw-io-diagram-generator,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,assets/templates/uml-class.drawio,43,decl.atomic_capability.o4,"</mxCell>
        <mxCell id=""iface1_m4"" value=""+ delete(id: UUID): void""
                style=""text;html=1;align=left;verticalAlign=top;spacingLeft=5;whiteSpace=wrap;overflow=hidden;rotatable=0;""","I2,I3,I4,O4,Q1,Q2,Q3,R1,R7,R8,R9,X3,X5,X7,X8","G2,I2,O4,Q1,Q4,R1,R8,X1,X3,X7,X8"
ec2,Dom-15,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,228,decl.atomic_capability.o4,"| `aws ec2 authorize-security-group-ingress` | Add inbound rule |
| `aws ec2 revoke-security-group-ingress` | Remove inbound rule |
| `aws ec2 authorize-security-group-egress` | Add outbound rule |","A3,A5,O3,O4,Q1,Q2,R7,U1,X7,X8","A3,A5,G1,K4,O4,W1,X5,X7,X8"
elevenlabs-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,73,decl.atomic_capability.o3,Use `ELEVENLABS_GET_USER_SUBSCRIPTION_INFO` to verify plan limits and remaining credits before bulk generation.,"I4,O3,Q1,Q2,R1,R7",
elevenlabs-core-workflow-b,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(curl:*), Grep","I3,R1,R7,X1,X8",
elevenlabs-stt,Dom-8,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"description: ""ElevenLabs speech-to-text with Scribe models and forced alignment via inference.sh CLI. Models: Scribe v1/v2 (98%+ accuracy, 90+ languages). Capabilities: transcription, speaker diarization, audio event tagging, word-level timestamps, forced alignment, subtitle generation. Use for: meeting transcription, subtitles, podcast transcripts, lip-sync timing, karaoke. Triggers: elevenlabs s","Q1,R1,R8,X1,X8",
elevenlabs-voice-changer,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"description: ""ElevenLabs voice changer - transform any voice to a different voice while preserving speech content and emotion via inference.sh CLI. Models: eleven_multilingual_sts_v2 (70+ languages), eleven_english_sts_v2. Capabilities: speech-to-speech, voice transformation, accent change, voice disguise. Use for: content creation, voice acting, privacy, dubbing, character voices. Triggers: voice","Q1,R1,R8,X1,X8",
email-drafter,Dom-9,declaration,tier_2,Tier 2: 交互通信层,medium,SKILL.md,81,decl.atomic_capability.c3,"- **Never send emails** — only draft them as files for the user to review and send manually
- Always check WorkIQ for prior context with the recipient when available","C3,G1,G2,I3,O1,Q3,Q4",
email-sequence,Dom-16,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,165,decl.atomic_capability.r7,**For detailed templates**: See [references/sequence-templates.md](references/sequence-templates.md),"A3,Q1,Q3,R1,R7,U4","A2,G1,G2,Q3,Q4,S7,W3,X1"
email-systems,,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,1,decl.atomic_capability.q3,name: email-systems,"A7,O3,Q3",
email-template-generator,Dom-10,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*)""","G1,Q3,X1",
entity-optimizer,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"compatibility: ""Claude Code ≥1.0, skills.sh marketplace, ClawHub marketplace, Vercel Labs skills ecosystem. No system packages required. Optional: MCP network access for SEO tool integrations.""","A5,G1,Q1,R1,R7,R8,X1,X5","A5,G1,I4,K4,Q3,Q4,X7"
etetoolkit,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,310,decl.atomic_capability.o3,"- **Consensus trees**: Analyze support across multiple trees
- **Batch comparison**: Compare multiple trees pairwise","A4,G1,I3,O3,O4,Q1,Q4,R1,R7,R9,X4","G1,O4,Q1,Q2,Q4,R10,R5,W3,X4"
evernote-sdk-patterns,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,2,decl.atomic_capability.o3,"Advanced Evernote SDK patterns and best practices.
  Use when implementing complex note operations, batch processing,
  search queries, or optimizing SDK usage.","A7,O3,O4,Q1,Q2,R4,R7,R8","A7,G5,O4,Q1,R10,R4,U2"
exa-core-workflow-a,Dom-3,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(node:*), Grep","Q1,R7,X1",
exa-reliability-patterns,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,60,decl.atomic_capability.o4,"const broadOpts = { ...opts };
  delete broadOpts.startPublishedDate;
  delete broadOpts.endPublishedDate;","A5,A7,O4,Q1,R7",
excalidraw-diagram-generator,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,references/element-types.md,8,decl.atomic_capability.x3,"|------|--------|-------------|--------------|
| `rectangle` | □ | Boxes, containers, process steps | ✅ Yes |
| `ellipse` | ○ | Emphasis, terminals, states | ✅ Yes |","G3,I3,Q1,Q3,Q4,R1,R7,X3,X7","Q4,R1,R5,R9,X1,X6"
excel-analysis,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.g1,name: Excel Analysis,"G1,G5,Q1,Q2,R10",
experiment-designer,Dom-7,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,50,decl.atomic_capability.a5,"- Avoid repeated peeking without proper method
- Monitor guardrails continuously","A3,A5,G1,Q2,Q3,Q4,R7",Q3
exploratory-data-analysis,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,249,decl.atomic_capability.g5,"3. **Cache format info:** If analyzing multiple files of the same type, reuse the format information","A4,G1,G3,G5,K2,O3,O4,Q1,Q2,Q3,Q4,R1,R7,R9,S1,S3,S4,U1,W3,X3,X4,X8","A5,C4,G1,G2,G5,K4,O4,Q1,Q2,Q3,Q4,R1,R10,R5,S1,S3,S4,U1,U2,X3,X4,X6,X8"
external-context,Dom-3,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,20,decl.atomic_capability.x7,"```
/oh-my-claudecode:external-context What are the best practices for JWT token rotation in Node.js?
/oh-my-claudecode:external-context Compare Prisma vs Drizzle ORM for PostgreSQL","Q1,R1,R7,R8,X7",
fact-checker,,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,112,decl.atomic_capability.a5,## Common Patterns to Watch For,"A5,G1,Q1",
figma-multi-env-setup,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(gcloud:*), Bash(vault:*)","A4,R7,R8,X1,X7",
file-organizer,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,119,decl.atomic_capability.o4,"- Work vs. Personal
   - Active vs. Archive
   - Project-specific","A2,G1,O4,Q1,Q4,R7",
fillout-forms-automation,Dom-11,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
finta-webhooks-events,Dom-16,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,1,decl.atomic_capability.a4,name: finta-webhooks-events,"A3,A4,C3,Q1,Q3,R8",
firecrawl-performance-tuning,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.o3,"description: |
  Optimize Firecrawl scraping performance with caching, batch scraping, and format selection.
  Use when experiencing slow scrapes, optimizing credit usage per page,","O3,Q1,R7,R8,U1",
fireflies-data-handling,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,172,decl.atomic_capability.o4,"summaryDays: number;          // Keep summary after transcript deleted
  deleteAfterDays: number;      // Delete everything
}","O4,Q1,Q3,R7",
fitness-nutrition,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,208,decl.atomic_capability.o3,"Use the helper scripts in `scripts/` for batch operations,
or run inline for single calculations:","A3,I4,O3,Q1,Q4,R1,R7,X4,X8","I4,Q1,Q4,R1,W1,X7"
flow-interview,,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,18,decl.atomic_capability.r7,"- **Beads ID** (e.g., `gno-42`, `bd-123`, `app-12`): Fetch with `bd show`, write back with `bd update`
- **File path** (e.g., `docs/spec.md`, `SPEC.md`): Read file, interview about contents, write refined version back
- **Empty**: Prompt for target","A7,Q1,Q2,Q4,R1,R7","A7,I4"
fluidsim,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,28,decl.atomic_capability.x4,"# Basic installation
uv uv pip install fluidsim","G1,G3,I4,Q1,Q2,Q4,R7,X4,X7","G1,Q4,R5,X4,X6,X7"
flutter-expert,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,59,decl.atomic_capability.x3,"- **MobX**: Reactive state management with observables
- **Redux**: Predictable state containers for complex apps
- Custom state management solutions and hybrid approaches","C5,G1,Q1,Q4,R7,R8,S3,W2,X3,X7",
flyio-debug-bundle,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,18,decl.atomic_capability.o4,"Collect machine state, app health, volume status, deploy history, network connectivity, and platform diagnostics into a single archive for Fly.io support tickets. This bundle captures everything needed to troubleshoot stuck deployments, machine boot failures, volume corruption, and edge networking problems.","O4,Q1,Q3,X1,X7,X8",
flyio-local-dev-loop,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(fly:*), Bash(docker:*), Grep","A5,R7,X1,X3,X8",
forecast-generator,Dom-7,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: ""Read, Write, Edit, Bash(cmd:*), Grep""","G1,X1",
forecasting-time-series-data,Dom-7,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Grep, Glob, Bash(cmd:*)","G1,Q2,R1,X1","G1,X1"
form-cro,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,408,decl.atomic_capability.x3,"- Auto-focus first field on page load
- Test form container styling (card vs. minimal)","G1,Q1,Q2,Q3,Q4,R1,R8,X3","Q3,Q4"
freeze,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: - Bash
  - Read","G4,R1,R6,R7,X1,X8","R1,X8"
gamma-performance-tuning,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,19,decl.atomic_capability.o3,"Optimize Gamma API integration performance. Gamma's generate-poll-retrieve pattern means most latency is in generation time (10-60s), not API call overhead. Optimize by: reducing poll overhead, parallelizing batch operations, caching results, and choosing the right generation parameters.","A5,A7,O3,R8","G5,I4,R1"
gh-fix-ci,Dom-13,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,56,decl.atomic_capability.a2,"- Use the `plan` skill to draft a concise plan and request approval.
7. Implement after approval.
   - Apply the approved plan, summarize diffs/tests, and ask about opening a PR.","A2,G2,Q4,R8",
gif-search,Dom-4,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,31,decl.atomic_capability.x7,"- `curl` and `jq` (both standard on macOS/Linux)
- `TENOR_API_KEY` environment variable","I4,Q1,X7,X8",
github-issue-query,Dom-7,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,1,decl.atomic_capability.r8,name: github-issue-query,"Q1,Q2,R8,X8","Q2,X8"
github-pr-query,Dom-6,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,1,decl.atomic_capability.r8,name: github-pr-query,"Q1,Q2,R8,X8","G2,Q2,X8"
google-admin-automation,Dom-14,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,122,decl.atomic_capability.o4,"- **Admin privileges required**: All tools require the authenticated user to have Google Workspace administrator privileges. Non-admin accounts will receive permission errors.
- **Delete is permanent**: `GOOGLE_ADMIN_DELETE_USER` permanently removes a user account. This action cannot be undone.
- **user_key accepts email or ID**: The `user_key` parameter accepts both the user's primary email addre","I4,O3,O4,Q1,Q2,Q3,R7,X7",
google-cloud-vision-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
google_maps-automation,Dom-3,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,74,decl.atomic_capability.o3,"3. Pass data between steps using tool responses
4. Use `RUBE_REMOTE_WORKBENCH` for bulk operations or data processing","A7,I4,O3,Q1,R1,R7,X7",
googlebigquery-automation,Dom-7,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,20,decl.atomic_capability.i4,"## Setup
**Get Rube MCP**: Add `https://rube.app/mcp` as an MCP server in your client configuration. No API keys needed — just add the endpoint and it works.","I4,Q1,Q2,R7",
googlecalendar-automation,Dom-14,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,Q3,R1,R7,X7",
googledrive-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
grammarly-common-errors,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Grep, Bash(curl:*)","A5,A7,R7,X1,X7,X8",
granola-hello-world,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,105,decl.atomic_capability.k1,"|-------|-------|-----|
| No transcript generated | Wrong audio device selected | Check System Settings > Sound > Input matches your meeting audio |
| Meeting not detected | Calendar event missing video link | Add Zoom/Meet/Teams link to event, or manually start recording |","G2,I3,K1,Q1,Q2,Q3,Q4,R1,R2,R7,R8,S2,X1",
granola-performance-tuning,,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,31,decl.atomic_capability.g1,**Hardware recommendations (by priority):**,"G1,K1,Q1,Q3,R1,R7,S2,S6","G1,G5,K4,R8,S2"
graphhopper-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
groq-core-workflow-b,Dom-8,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Grep","O3,R1,R7,X1,X7",
groq-observability,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x7,"description: |
  Set up observability for Groq integrations: latency histograms, token throughput,
  rate limit gauges, cost tracking, and Prometheus alerts.","A3,A5,A7,R1,R7,X7",
gsd-milestone-summary,Dom-5,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,54,decl.atomic_capability.o4,"**Current/in-progress milestone** (no archive yet):
```","G1,I3,O4,Q1,Q2,Q4,R1,R5,R7,X1,X8",
gsd-note,Dom-14,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,20,decl.atomic_capability.x1,"Runs inline — no Task, no AskUserQuestion, no Bash.
</objective>","Q1,X1",
gsd-ui-review,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,2,decl.atomic_capability.x1,"- Write
  - Bash
  - Glob","A4,Q1,R1,R7,U1,X1",
gsd-validate-phase,,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,3,decl.atomic_capability.x1,"- Edit
  - Bash
  - Glob","A7,G1,Q1,Q4,R1,R7,X1,X8",
gstack-openclaw-ceo-review,Dom-1,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,128,decl.atomic_capability.o3,Ask the user about each issue ONE AT A TIME. Do NOT batch.,"G1,O3,Q1,Q4,R1,X7",
guard,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: - Bash
  - Read","Q1,R1,R6,R7,X1,X8",
gws-chat,Dom-10,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,32,decl.atomic_capability.o4,"- `create` — Creates a custom emoji. Custom emojis are only available for Google Workspace accounts, and the administrator must turn custom emojis on for the organization. For more information, see [Learn about custom emojis in Google Chat](https://support.google.com/chat/answer/12800149) and [Manage custom emoji permissions](https://support.google.com/a/answer/12850085).
  - `delete` — Deletes a ","O4,Q1,Q2,Q3,R4",
gws-docs,Dom-12,declaration,tier_1,Tier 1: 资源感知层,high,SKILL.md,1,decl.atomic_capability.r7,name: gws-docs,R7,
gws-gmail-send,Dom-10,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,38,decl.atomic_capability.g2,"| `--dry-run` | — | — | Show the request that would be sent without executing it |
| `--draft` | — | — | Save as draft instead of sending |","G2,Q3,R4,R8",
gws-gmail-watch,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,37,decl.atomic_capability.o4,"| `--once` | — | — | Pull once and exit |
| `--cleanup` | — | — | Delete created Pub/Sub resources on exit |
| `--output-dir` | — | — | Write each message to a separate JSON file in this directory |","A5,O3,O4,Q1,Q3,R8",
handling-api-errors,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Grep, Glob, Bash(api:error-*)","I3,Q3,R7,X1","A7,I4,Q1,R10,X8"
healthcare-cdss-patterns,Dom-1,declaration,tier_2,Tier 2: 交互通信层,medium,SKILL.md,94,decl.atomic_capability.c3,"dose: number,
  route: 'oral' | 'iv' | 'im' | 'sc' | 'topical',
  patientWeight?: number,","C3,G1,Q4,R1",
heygen-automation,Dom-14,declaration,tier_4,Tier 4: 代理协同层,high,SKILL.md,74,decl.atomic_capability.a5,"### 5. Check Video Processing Status
Poll the processing status and retrieve metadata for a video being generated.","A5,Q1,R1,R7",
hook-development,Dom-16,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,405,decl.atomic_capability.o4,"```json
""matcher"": ""mcp__.*__delete.*""  // All MCP delete tools
```","A4,A5,C2,G1,G3,I3,O4,Q1,Q4,R1,R6,R7,R8,X1,X5,X7,X8","A2,A5,G1,G2,G3,O4,Q4,R1,R6,R8,X1,X7,X8"
hypogenic,Dom-7,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,435,decl.atomic_capability.x1,"**Issue:** GROBID PDF processing fails
**Solution:** Ensure GROBID service is running (`bash ./modules/run_grobid.sh`) and PDFs are valid research papers","G1,G3,I4,Q1,Q2,Q4,R1,R7,R8,X1,X4,X7,X8","G5,I4,Q4"
ideogram-core-workflow-b,Dom-12,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(curl:*), Grep","G1,R1,X1,X8",
ignisign-automation,Dom-16,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,77,decl.atomic_capability.x7,"- **Session reuse**: Reuse session IDs within a workflow. Generate new ones for new workflows
- **Pagination**: Check responses for pagination tokens and continue fetching until complete","I4,O3,Q1,R1,R7,X7",
image-manipulation-image-magick,Dom-12,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,47,decl.atomic_capability.g5,"- Filter and process specific file types
- Apply transformations to multiple files","G5,O3,Q1,Q2,R1,X1,X4",
information-security-manager-iso27001,,declaration,tier_4,Tier 4: 代理协同层,medium,SKILL.md,237,decl.atomic_capability.a5,"| Medium | 10-14 | Treatment plan within 90 days |
| Low | 5-9 | Accept or monitor |
| Minimal | 1-4 | Accept |","A5,G1,G3,Q2,Q4,R1,R7,U1","A2,A5,C2,G1,G2,I6,O4,Q3,Q4,R10,R5,R8,U1,X3,X6,X7"
instantly-automation,Dom-14,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.o3,"description: ""Automate Instantly cold email outreach -- manage campaigns, sending accounts, lead lists, bulk lead imports, and campaign analytics -- using natural language through the Composio MCP integration.""","A3,I4,O3,Q1,Q3,R1,R7,R9",
internal-comms,Dom-9,declaration,tier_3,Tier 3: 环境管控层,medium,examples/3p-updates.md,34,decl.atomic_capability.g2,"2. **Gather information**: Use available tools or ask the user directly
3. **Draft the update**: Follow the strict formatting guidelines
4. **Review**: Ensure it's concise (30-60 seconds to read) and data-driven","G2,I3,Q3,Q4,R1,R7,R8","A2,G1,G2,Q3,Q4,R8"
invoice-organizer,Dom-13,declaration,tier_3,Tier 3: 环境管控层,medium,SKILL.md,301,decl.atomic_capability.o4,### Example 3: Multi-Year Archive,"A2,G1,O3,O4,Q1,Q3,R4,R8,U1",
ios-hig-design,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,references/keyboard-input.md,63,decl.atomic_capability.c2,"| New password | `.newPassword` | Password generation |
| One-time code | `.oneTimeCode` | SMS autofill |","A4,A5,C1,C2,I3,K1,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R7,S1,S2,S5,S6,U3,W1,X7,X8","A2,C1,G2,G5,I4,I6,K1,O4,Q3,R1,R5,S1,S2,S6,U2,W3,X1"
it-operations,,declaration,tier_3,Tier 3: 环境管控层,high,reference/automation.md,609,decl.atomic_capability.o3,"logger.info(f""Bulk creating users from {users_file}"")","A3,A4,A5,C3,G1,G3,I2,I3,I4,K3,K5,O3,O4,Q1,Q2,Q3,Q4,R1,R7,R8,U1,U4,X1,X3,X4,X7,X8","A2,A3,A4,A5,C2,C3,G1,G3,G4,G5,I4,I6,K3,K4,O4,Q1,Q2,Q3,Q4,R10,R4,R5,R6,R8,S7,U1,W1,W2,W3,X1,X3,X4,X5,X6,X7,X8"
juicebox-install-auth,Dom-15,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep","A7,I4,Q1,R7,X1,X4",
klaviyo-deploy-integration,Dom-13,declaration,tier_3,Tier 3: 环境管控层,high,SKILL.md,1,decl.atomic_capability.x1,"allowed-tools: Read, Write, Edit, Bash(vercel:*), Bash(fly:*), Bash(gcloud:*)","A4,I4,Q3,R7,X1,X3,X7,X8",
